transacao_id,cliente_id,tipo_transacao,valor_kz,data_transacao,canal,status,provincia,tipo_conta
TXN002673,CLI0098,Recarga de Telemóvel,113293.22,2024-01-24 05:32:28,App Mobile,Aprovada,Sumbe,Corrente
TXN003399,CLI0013,Transferência,194094.62,2023-06-18 11:08:23,Agente Bancário,Aprovada,Benguela,Poupança
TXN000829,CLI0058,Transferência,179925.94,2023-08-30 11:25:30,App Mobile,Pendente,Sumbe,Empresarial
TXN004149,CLI0186,Pagamento de Electricidade,29839.26,2024-05-22 20:16:57,App Mobile,Pendente,Saurimo,Poupança
TXN003936,CLI0148,Recarga de Telemóvel,159906.66,2023-03-07 03:01:28,Balcão,Aprovada,Kuito,Jovem
TXN003674,CLI0135,Recebimento de Salário,161901.32,2023-10-06 04:25:41,ATM,Aprovada,Malanje,Jovem
TXN000763,CLI0111,Pagamento de Renda,217071.14,2023-06-14 06:30:47,ATM,Aprovada,Huambo,Empresarial
TXN001897,CLI0179,Transferência,155460.64,2023-09-13 22:26:48,App Mobile,Aprovada,Luanda,Empresarial
TXN003055,CLI0055,Transferência,68639.54,2024-07-11 23:28:24,Balcão,Aprovada,Uíge,Poupança
TXN000441,CLI0110,Compra com Cartão,198722.45,2024-03-22 19:03:09,Agente Bancário,Recusada,Kuito,Empresarial
TXN002601,CLI0137,Compra com Cartão,224318.38,2023-11-26 13:21:19,Internet Banking,Pendente,Benguela,Jovem
TXN002859,CLI0184,Pagamento de Electricidade,56155.35,2023-06-29 19:43:34,Internet Banking,Recusada,Sumbe,Corrente
TXN004778,CLI0163,Levantamento,22929.41,2023-08-18 09:59:00,Internet Banking,Aprovada,Malanje,Empresarial
TXN000002,CLI0030,Pagamento de Empréstimo,169715.36,2023-08-09 00:05:48,Internet Banking,Aprovada,Sumbe,Poupança
TXN002771,CLI0038,Pagamento de Serviço,155865.85,2024-01-18 05:09:06,Balcão,Aprovada,Uíge,Jovem
TXN003568,CLI0002,Pagamento de Electricidade,212758.55,2023-09-21 21:31:47,App Mobile,Aprovada,Saurimo,Jovem
TXN002955,CLI0006,Pagamento de Renda,162853.02,2023-05-21 07:28:42,Balcão,Aprovada,Uíge,Corrente
TXN002048,CLI0180,Compra com Cartão,229331.69,2023-06-09 07:37:02,App Mobile,Aprovada,Huambo,Corrente
TXN004400,CLI0057,Pagamento de Electricidade,50857.71,2023-03-29 19:15:08,Agente Bancário,Aprovada,Benguela,Jovem
TXN002599,CLI0066,Compra com Cartão,154492.07,2024-03-14 19:11:48,App Mobile,Aprovada,Malanje,Jovem
TXN001740,CLI0115,Depósito,56388.36,2023-04-02 02:02:26,Agente Bancário,,Saurimo,Corrente
TXN001267,CLI0177,Recarga de Telemóvel,864.4,2023-09-23 02:13:24,Internet Banking,Recusada,Lubango,Poupança
TXN000981,CLI0059,Pagamento de Serviço,99923.56,2023-01-26 12:11:30,App Mobile,Pendente,Lubango,Jovem
TXN001607,CLI0111,Levantamento,236123.27,2023-06-19 15:17:14,Agente Bancário,Recusada,Huambo,Empresarial
TXN001536,CLI0085,Compra com Cartão,248859.52,16/03/2023 13:05,Balcão,Pendente,Uíge,Empresarial
TXN004300,CLI0002,Pagamento de Electricidade,22908.77,2024-03-01 19:19:48,Balcão,Aprovada,Saurimo,Jovem
TXN004928,CLI0115,Transferência,178747.33,2023-01-22 15:51:08,ATM,Aprovada,Saurimo,Corrente
TXN003087,CLI0046,Depósito,168407.16,2024-07-14 12:25:45,Internet Banking,Pendente,Malanje,Poupança
TXN001012,CLI0071,Pagamento de Empréstimo,62625.03,2024-10-20 04:57:25,Balcão,Aprovada,Lubango,Empresarial
TXN002629,CLI0087,Compra com Cartão,181748.09,2024-04-13 20:30:03,Internet Banking,Recusada,Uíge,Poupança
TXN002070,CLI0071,Levantamento,94829.23,2024-09-27 16:18:04,ATM,Aprovada,Lubango,Empresarial
TXN003895,CLI0141,Depósito,4707.81,2024-06-06 13:10:47,App Mobile,Aprovada,Malanje,Jovem
TXN003081,CLI0058,Pagamento de Empréstimo,231724.69,2024-03-08 22:59:32,App Mobile,Aprovada,Sumbe,Empresarial
TXN003523,CLI0177,Recebimento de Salário,128443.49,2024-01-15 00:22:40,ATM,Pendente,Lubango,Poupança
TXN002114,CLI0137,Pagamento de Empréstimo,168205.87,2024-09-27 16:31:06,Balcão,Aprovada,Benguela,Jovem
TXN003633,CLI0014,Depósito,135208.25,2023-09-08 13:56:47,Internet Banking,Aprovada,Sumbe,Jovem
TXN004462,CLI0078,Transferência,47227.5,2023-06-27 20:25:59,Balcão,Aprovada,Kuito,Jovem
TXN001618,CLI0061,Depósito,229516.0,2024-07-10 16:58:51,ATM,Aprovada,Malanje,Poupança
TXN003155,CLI0013,PAGAMENTO DE EMPRÉSTIMO,65388.81,2023-05-14 05:17:43,Internet Banking,Recusada,Benguela,Poupança
TXN004146,CLI0170,Recarga de Telemóvel,193529.01,2023-09-11 15:33:43,Agente Bancário,Aprovada,Uíge,Corrente
TXN001006,CLI0007,Recarga de Telemóvel,32267.22,2024-08-28 10:14:51,Agente Bancário,Aprovada,Sumbe,Corrente
TXN003012,CLI0032,Recebimento de Salário,93247.37,2023-04-13 06:59:44,Balcão,Aprovada,Uíge,Jovem
TXN002147,CLI0160,Depósito,173473.22,2023-10-09 01:17:38,Internet Banking,Aprovada,Sumbe,Empresarial
TXN002648,CLI0168,Pagamento de Serviço,101955.76,2023-08-23 22:45:41,ATM,Aprovada,Cabinda,Corrente
TXN002463,CLI0055,Pagamento de Serviço,120786.69,2024-01-06 08:31:29,Internet Banking,Pendente,Uíge,Poupança
TXN000201,CLI0100,Depósito,204095.67,2024-03-20 07:38:37,Agente Bancário,Pendente,Saurimo,Empresarial
TXN000883,CLI0189,Pagamento de Serviço,143996.89,2023-08-05 03:04:19,Internet Banking,Recusada,Sumbe,Jovem
TXN003244,CLI0004,Pagamento de Electricidade,144564.47,2024-05-29 01:26:01,App Mobile,Aprovada,Saurimo,Empresarial
TXN000315,CLI0171,Pagamento de Serviço,-108823.33,2024-05-06 14:16:41,Balcão,Aprovada,Benguela,Corrente
TXN002612,CLI0109,Pagamento de Empréstimo,221828.17,2024-12-16 10:57:24,Internet Banking,Aprovada,Huambo,Poupança
TXN000531,CLI0040,Pagamento de Renda,131407.11,2024-05-17 17:09:20,Agente Bancário,Pendente,Kuito,Poupança
TXN004687,CLI0054,Pagamento de Empréstimo,116996.75,2024-03-03 19:03:20,Balcão,Aprovada,Cabinda,Poupança
TXN004732,CLI0068,Pagamento de Serviço,122531.46,2023-07-30 15:55:26,Internet Banking,Recusada,Malanje,Jovem
TXN002765,CLI0009,Depósito,209310.89,2024-08-01 18:08:01,Agente Bancário,Aprovada,Lubango,Corrente
TXN000114,CLI0101,Pagamento de Renda,38110.86,2024-01-24 17:21:30,Agente Bancário,Pendente,Lubango,Jovem
TXN002630,CLI0010,Compra com Cartão,119430.69,2023-11-19 18:46:06,Balcão,Aprovada,Cabinda,Poupança
TXN004365,CLI0148,Pagamento de Electricidade,87685.56,2023-04-14 07:02:06,Internet Banking,Aprovada,Kuito,Jovem
TXN004856,CLI0180,Pagamento de Empréstimo,242238.9,2023-07-24 04:01:02,App Mobile,Aprovada,Huambo,Corrente
TXN001782,CLI0099,PAGAMENTO DE ELECTRICIDADE,211805.53,2023-10-01 17:25:40,Internet Banking,Recusada,Huambo,Empresarial
TXN004543,CLI0027,Pagamento de Renda,110102.4,2023-09-23 06:55:59,App Mobile,Aprovada,Sumbe,Corrente
TXN004062,CLI0106,Depósito,222052.51,2023-06-27 12:02:32,Agente Bancário,Aprovada,Saurimo,Empresarial
TXN002305,CLI0137,Levantamento,249954.2,2024-04-23 22:58:56,Balcão,Aprovada,Benguela,Jovem
TXN004629,CLI0062,Transferência,210202.33,03/10/2024 09:41,Internet Banking,Aprovada,Saurimo,Jovem
TXN004654,CLI0029,Levantamento,-234330.59,2023-01-31 06:39:32,Balcão,Aprovada,Benguela,Corrente
TXN002119,CLI0199,Pagamento de Serviço,182918.58,2024-05-16 01:40:43,ATM,Aprovada,Kuito,Poupança
TXN000654,CLI0098,Pagamento de Electricidade,188239.33,2023-11-16 16:56:51,App Mobile,Pendente,Sumbe,Corrente
TXN002269,CLI0105,Recebimento de Salário,86117.34,2024-01-12 07:13:22,Agente Bancário,Aprovada,Luanda,Corrente
TXN004219,CLI0027,Recebimento de Salário,6851.1,2024-01-25 06:40:52,Balcão,Pendente,Sumbe,Corrente
TXN002481,CLI0080,Compra com Cartão,-90609.04,2024-01-26 04:04:25,Internet Banking,Aprovada,Lubango,Jovem
TXN002670,CLI0199,Compra com Cartão,110133.39,2023-10-15 06:54:13,App Mobile,Aprovada,Kuito,Poupança
TXN001136,CLI0194,Pagamento de Electricidade,82100.99,2023-06-02 01:27:45,App Mobile,Aprovada,Lubango,Poupança
TXN000353,CLI0004,Compra com Cartão,167999.1,2024-07-30 14:43:03,Internet Banking,Aprovada,Saurimo,Empresarial
TXN002227,CLI0021,Pagamento de Empréstimo,238046.11,2024-08-03 01:43:59,Agente Bancário,Aprovada,Huambo,Corrente
TXN001610,CLI0149,Recebimento de Salário,168861.89,2024-06-22 09:11:09,Agente Bancário,Pendente,Saurimo,Corrente
TXN000754,CLI0134,Pagamento de Empréstimo,73064.98,2023-09-21 07:48:14,Internet Banking,Aprovada,Sumbe,Jovem
TXN004461,CLI0167,Pagamento de Serviço,129427.99,2024-06-04 21:04:17,ATM,Aprovada,Benguela,Jovem
TXN003452,CLI0004,Pagamento de Electricidade,99800.99,2024-11-20 08:56:34,,Aprovada,Saurimo,Empresarial
TXN002317,CLI0187,Pagamento de Electricidade,98339.57,2023-12-05 09:08:03,Agente Bancário,Aprovada,Kuito,Empresarial
TXN002467,cli0004,Pagamento de Serviço,55329.87,2024-02-13 16:10:57,App Mobile,Aprovada,Saurimo,Empresarial
TXN004809,cli0149,Transferência,42297.74,2023-01-09 17:23:59,Agente Bancário,Recusada,Saurimo,Corrente
TXN004533,CLI0163,Levantamento,101882.55,2023-11-29 04:38:32,App Mobile,,Malanje,Empresarial
TXN003978,CLI0050,Depósito,218970.32,2024-01-06 06:56:39,App Mobile,Recusada,Malanje,Corrente
TXN003217,CLI0017,Levantamento,41313.01,2024-12-23 10:39:00,Balcão,Pendente,Huambo,Jovem
TXN002741,CLI0028,Depósito,73928.68,2024-10-26 12:55:40,Balcão,Aprovada,Kuito,Poupança
TXN002101,CLI0076,Pagamento de Empréstimo,174975.25,2024-04-22 02:59:12,ATM,Pendente,Sumbe,Empresarial
TXN003466,CLI0126,Recarga de Telemóvel,62433.55,2024-08-31 04:28:18,Balcão,Pendente,Sumbe,Jovem
TXN002271,CLI0175,Pagamento de Serviço,176578.48,2024-11-07 18:05:02,Agente Bancário,Aprovada,Cabinda,Empresarial
TXN001798,CLI0087,Pagamento de Serviço,104683.45,2024-01-05 15:11:42,Agente Bancário,Aprovada,Uíge,Poupança
TXN002692,CLI0172,Recarga de Telemóvel,84452.24,2024-08-17 11:59:02,Agente Bancário,Pendente,Cabinda,Jovem
TXN001680,CLI0129,Pagamento de Empréstimo,21466.33,2024-04-22 15:27:27,Internet Banking,Aprovada,Saurimo,Jovem
TXN000706,CLI0042,Transferência,1949.65,2023-12-04 01:36:13,App Mobile,Pendente,Lubango,Corrente
TXN001977,CLI0030,Compra com Cartão,106627.5,2024-11-29 13:10:28,,Recusada,Sumbe,Poupança
TXN001018,CLI0127,Pagamento de Electricidade,128926.14,2023-06-20 08:15:20,ATM,Aprovada,Malanje,Corrente
TXN001684,CLI0052,Pagamento de Serviço,107067.44,2023-05-22 12:49:25,Agente Bancário,Recusada,Uíge,Corrente
TXN003598,CLI0158,Levantamento,111056.83,2023-01-14 23:46:05,Balcão,Aprovada,Lubango,Jovem
TXN003620,CLI0127,Recebimento de Salário,208012.36,2024-06-18 05:44:28,Balcão,,Malanje,Corrente
TXN001176,CLI0121,Pagamento de Empréstimo,243819.05,2024-01-16 08:12:48,Balcão,Pendente,Lubango,Empresarial
TXN001523,CLI0058,Depósito,114889.83,17/01/2024 04:44,Balcão,Aprovada,Sumbe,Empresarial
TXN001878,CLI0023,Levantamento,106034.1,2023-01-02 16:40:47,Internet Banking,Recusada,Malanje,Poupança
TXN003292,CLI0135,Depósito,130922.85,2023-01-21 10:16:34,ATM,Aprovada,Malanje,Jovem
TXN001231,CLI0129,Pagamento de Serviço,170248.75,2023-09-16 06:34:59,ATM,Aprovada,Saurimo,Jovem
TXN001051,CLI0180,Pagamento de Serviço,24607.04,2023-04-11 00:20:51,Agente Bancário,Recusada,Huambo,Corrente
TXN001614,CLI0195,TRANSFERÊNCIA,130318.33,14/04/2023 16:11,ATM,Aprovada,Cabinda,Corrente
TXN002849,CLI0115,Pagamento de Renda,93339.92,2023-07-30 21:18:07,Internet Banking,Aprovada,Saurimo,Corrente
TXN003417,CLI0063,Levantamento,239817.84,2023-07-16 15:20:35,Agente Bancário,Recusada,Kuito,Corrente
TXN004401,CLI0117,Pagamento de Renda,78021.19,2024-12-11 02:23:20,Balcão,Aprovada,Sumbe,Jovem
TXN003791,CLI0072,Recebimento de Salário,40292.74,2024-05-17 22:19:51,Balcão,Aprovada,Lubango,Jovem
TXN001457,CLI0129,Compra com Cartão,97367.11,11/05/2024 15:36,Agente Bancário,Recusada,Saurimo,Jovem
TXN000395,CLI0022,Transferência,197337.64,2024-11-25 01:35:04,Internet Banking,Aprovada,Huambo,Corrente
TXN003820,CLI0066,Pagamento de Renda,197890.4,2024-11-19 00:59:40,Agente Bancário,Aprovada,Malanje,Jovem
TXN000503,CLI0029,Pagamento de Empréstimo,170843.24,2024-01-04 19:55:20,Agente Bancário,Aprovada,Benguela,Corrente
TXN004702,CLI0166,Pagamento de Serviço,36337.08,2024-04-30 13:15:06,Internet Banking,Aprovada,Uíge,Empresarial
TXN003803,CLI0098,Compra com Cartão,102493.91,2024-07-13 21:40:01,Internet Banking,Aprovada,Sumbe,Corrente
TXN001635,CLI0081,Pagamento de Electricidade,61468.76,2023-12-05 13:36:33,Internet Banking,Aprovada,Uíge,Empresarial
TXN001950,CLI0182,Compra com Cartão,-124266.72,2024-11-28 08:19:58,Balcão,Aprovada,Uíge,Corrente
TXN000132,CLI0017,Recarga de Telemóvel,206299.49,2023-11-30 17:07:40,Internet Banking,Aprovada,Huambo,Jovem
TXN001685,CLI0045,Pagamento de Renda,2905.85,2023-06-02 11:17:00,Agente Bancário,Aprovada,Lubango,Empresarial
TXN004418,CLI0189,Levantamento,30919.48,2023-09-30 16:08:58,Balcão,Aprovada,Sumbe,Jovem
TXN004190,CLI0183,Depósito,128630.21,2023-08-05 09:21:45,Balcão,Pendente,Saurimo,Corrente
TXN003453,CLI0140,Compra com Cartão,170001.24,2023-03-26 08:06:45,Internet Banking,Recusada,Uíge,Empresarial
TXN004540,CLI0045,Pagamento de Serviço,120905.22,2023-03-27 15:05:15,Agente Bancário,Pendente,Lubango,Empresarial
TXN000873,CLI0082,Compra com Cartão,227811.85,2023-08-16 15:07:59,ATM,Recusada,Uíge,Corrente
TXN003733,CLI0041,Recarga de Telemóvel,208150.02,2024-08-07 08:36:44,ATM,Aprovada,Saurimo,Corrente
TXN000993,CLI0036,Pagamento de Renda,176232.56,2024-09-27 18:33:44,App Mobile,Aprovada,Lubango,Poupança
TXN001425,CLI0170,Depósito,232756.77,2024-10-21 22:03:10,App Mobile,Aprovada,Uíge,Corrente
TXN001880,CLI0045,Recebimento de Salário,220649.61,2024-12-01 02:28:26,ATM,Pendente,Lubango,Empresarial
TXN000443,CLI0053,Transferência,28832.64,2024-02-24 03:30:13,App Mobile,Aprovada,Cabinda,Poupança
TXN003175,CLI0108,Pagamento de Renda,21031.61,2023-02-09 21:45:51,Agente Bancário,Pendente,Lubango,Corrente
TXN002697,CLI0194,Pagamento de Electricidade,202780.28,2023-02-06 05:29:28,Balcão,Aprovada,Lubango,Poupança
TXN003635,CLI0179,Pagamento de Renda,141525.5,2023-08-03 07:30:55,Balcão,Aprovada,Luanda,Empresarial
TXN003957,CLI0001,Pagamento de Empréstimo,38867.2,2024-02-22 22:31:41,ATM,Aprovada,Malanje,Poupança
TXN003746,CLI0137,Pagamento de Empréstimo,169908.81,2024-10-22 11:22:23,Agente Bancário,Aprovada,Benguela,Jovem
TXN000878,CLI0019,Transferência,97334.48,2024-12-14 12:22:26,Agente Bancário,Recusada,Kuito,Empresarial
TXN001502,CLI0120,Recebimento de Salário,53727.97,2024-03-21 03:03:59,Agente Bancário,Recusada,Benguela,Poupança
TXN002686,CLI0074,Transferência,87975.85,2024-07-08 07:05:00,ATM,Aprovada,Huambo,Corrente
TXN003219,CLI0084,Pagamento de Electricidade,3037.65,2023-09-19 04:50:59,Agente Bancário,Aprovada,Kuito,Poupança
TXN004594,CLI0173,Pagamento de Serviço,205720.21,2024-06-29 02:37:17,Agente Bancário,Pendente,Benguela,Jovem
TXN002326,CLI0041,Recarga de Telemóvel,225317.0,2024-02-21 17:28:57,ATM,Pendente,Saurimo,Corrente
TXN001393,CLI0005,Compra com Cartão,97268.85,2024-12-17 13:28:44,App Mobile,Aprovada,Malanje,Poupança
TXN001399,CLI0064,Pagamento de Serviço,53915.26,2024-07-20 18:14:18,,Pendente,Uíge,Corrente
TXN003003,CLI0050,Transferência,92924.31,2024-03-07 04:56:28,ATM,Aprovada,Malanje,Corrente
TXN000186,CLI0052,Transferência,227745.72,2023-09-06 08:33:44,Agente Bancário,Aprovada,Uíge,Corrente
TXN004625,CLI0006,Recebimento de Salário,169146.52,2023-08-29 08:05:36,Agente Bancário,Aprovada,Uíge,Corrente
TXN001648,CLI0141,Depósito,40878.79,2024-06-19 05:59:14,App Mobile,Recusada,Malanje,Jovem
TXN000729,CLI0046,Recebimento de Salário,36308.83,2023-02-23 22:43:07,Agente Bancário,Aprovada,Malanje,Poupança
TXN002925,CLI0148,Levantamento,222533.09,2023-10-21 06:22:00,Internet Banking,Recusada,Kuito,Jovem
TXN002569,CLI0173,Compra com Cartão,34656.17,2024-05-16 21:24:26,ATM,Aprovada,Benguela,Jovem
TXN001015,CLI0008,Pagamento de Renda,36513.03,2024-11-08 07:47:01,Balcão,Pendente,Saurimo,Poupança
TXN004859,CLI0027,Levantamento,34516.02,2024-08-05 09:15:23,Internet Banking,Aprovada,Sumbe,Corrente
TXN000902,CLI0025,Pagamento de Electricidade,151620.05,2024-10-07 19:45:22,Internet Banking,Aprovada,Sumbe,Poupança
TXN004499,CLI0078,Depósito,242950.15,2023-10-10 23:35:49,Internet Banking,Aprovada,Kuito,Jovem
TXN000363,CLI0105,Pagamento de Renda,2139.97,2024-04-11 02:42:50,Balcão,Recusada,Luanda,Corrente
TXN002543,CLI0153,Transferência,198466.18,2024-07-26 00:27:52,Balcão,Aprovada,Huambo,Poupança
TXN002324,CLI0015,Pagamento de Electricidade,31960.6,2023-06-21 16:54:25,App Mobile,Pendente,Kuito,Empresarial
TXN003567,CLI0192,Pagamento de Empréstimo,214869.38,2024-07-11 08:45:25,Agente Bancário,Aprovada,Luanda,Empresarial
TXN001817,CLI0198,Levantamento,203555.09,2024-11-16 03:50:50,App Mobile,Aprovada,Uíge,Corrente
TXN000112,CLI0010,Pagamento de Empréstimo,228643.11,2024-05-10 16:32:39,Agente Bancário,Recusada,Cabinda,Poupança
TXN003889,CLI0087,Compra com Cartão,178912.94,2024-05-04 00:24:46,ATM,Aprovada,Uíge,Poupança
TXN002288,CLI0141,Levantamento,187344.5,2023-06-17 00:34:10,App Mobile,Recusada,Malanje,Jovem
TXN000509,CLI0165,Transferência,157259.92,2023-06-05 09:40:27,Balcão,Aprovada,Cabinda,Corrente
TXN000049,CLI0132,Pagamento de Renda,6282.49,2024-01-22 07:39:14,Internet Banking,Aprovada,Cabinda,Empresarial
TXN002564,CLI0039,Depósito,117830.74,2023-03-30 04:39:12,Balcão,Aprovada,Kuito,Corrente
TXN001156,CLI0092,Recebimento de Salário,75403.76,2024-04-09 03:20:30,Balcão,Pendente,Benguela,Poupança
TXN004182,CLI0115,Pagamento de Renda,109819.54,2023-11-21 09:01:19,App Mobile,Recusada,Saurimo,Corrente
TXN002440,CLI0151,Depósito,53396.91,2024-10-25 01:35:34,App Mobile,Aprovada,Malanje,Corrente
TXN000563,CLI0177,Pagamento de Renda,126693.58,2023-04-23 02:48:28,Internet Banking,Aprovada,Lubango,Poupança
TXN004016,CLI0125,Recebimento de Salário,223620.67,2023-08-07 00:12:45,ATM,Recusada,Sumbe,Empresarial
TXN003959,CLI0043,Pagamento de Serviço,236217.89,2023-10-21 23:02:15,Agente Bancário,Aprovada,Cabinda,Poupança
TXN003513,CLI0066,Pagamento de Empréstimo,236667.18,18/03/2023 13:05,ATM,Aprovada,Malanje,Jovem
TXN004914,CLI0170,Compra com Cartão,151835.52,2023-12-05 22:34:50,Internet Banking,Aprovada,Uíge,Corrente
TXN004850,CLI0142,Transferência,193773.0,2024-05-16 20:23:41,ATM,Aprovada,Kuito,Jovem
TXN001832,CLI0098,Pagamento de Electricidade,59002.3,2024-11-15 00:05:18,ATM,Aprovada,Sumbe,Corrente
TXN001444,CLI0103,Pagamento de Renda,68238.9,2023-03-17 06:18:42,Agente Bancário,Aprovada,Malanje,Empresarial
TXN002359,CLI0046,Recarga de Telemóvel,24917.76,2024-06-12 02:19:49,App Mobile,Aprovada,Malanje,Poupança
TXN002172,CLI0079,Recarga de Telemóvel,218322.85,2023-02-13 13:27:10,Internet Banking,Aprovada,Malanje,Poupança
TXN003827,CLI0002,Pagamento de Serviço,196885.08,2024-02-12 12:19:11,Balcão,Pendente,Saurimo,Jovem
TXN001246,CLI0030,Pagamento de Electricidade,138619.47,2024-01-19 23:15:58,ATM,Aprovada,Sumbe,Poupança
TXN001663,CLI0137,LEVANTAMENTO,146277.83,2024-08-26 01:15:06,Internet Banking,Aprovada,Benguela,Jovem
TXN004627,CLI0056,Pagamento de Electricidade,21500.23,2024-11-28 19:55:21,Balcão,Aprovada,Huambo,Empresarial
TXN002258,CLI0027,Recarga de Telemóvel,153267.36,2024-12-02 00:22:34,Internet Banking,Aprovada,Sumbe,Corrente
TXN002145,CLI0097,Recarga de Telemóvel,-194855.18,2023-08-12 08:43:54,ATM,Aprovada,Uíge,Empresarial
TXN001910,CLI0122,Depósito,147164.14,2023-01-09 18:47:41,Balcão,Aprovada,Lubango,Empresarial
TXN000068,CLI0146,Pagamento de Serviço,159862.09,2024-10-26 23:43:39,ATM,Recusada,Sumbe,Corrente
TXN000265,CLI0125,Pagamento de Renda,220567.54,2024-01-25 18:55:09,Agente Bancário,Aprovada,Sumbe,Empresarial
TXN004764,CLI0119,PAGAMENTO DE RENDA,173120.55,2023-06-16 04:08:54,Internet Banking,Aprovada,Lubango,Empresarial
TXN001088,CLI0196,Recebimento de Salário,53771.66,2023-08-27 09:00:42,App Mobile,Pendente,Saurimo,Corrente
TXN000498,CLI0119,Pagamento de Renda,161907.05,2023-11-24 19:00:24,Agente Bancário,Aprovada,Lubango,Empresarial
TXN001756,CLI0110,Recebimento de Salário,32382.81,2023-03-08 05:13:55,Balcão,Aprovada,Kuito,Empresarial
TXN003656,CLI0170,Recebimento de Salário,132086.73,2023-12-24 14:22:13,ATM,Aprovada,Uíge,Corrente
TXN000963,CLI0056,Pagamento de Serviço,45066.3,2023-08-13 17:51:21,Balcão,Recusada,Huambo,Empresarial
TXN003287,CLI0047,Depósito,249852.26,2024-10-29 14:43:33,,Recusada,Kuito,Corrente
TXN001505,CLI0076,Pagamento de Serviço,131242.47,2023-07-18 20:48:42,App Mobile,Aprovada,Sumbe,Empresarial
TXN001046,CLI0068,Transferência,99490.81,2023-10-02 19:18:12,App Mobile,Recusada,Malanje,Jovem
TXN002613,CLI0016,Pagamento de Renda,84154.32,2023-11-22 08:35:35,Balcão,Pendente,Huambo,Jovem
TXN000555,CLI0038,Recebimento de Salário,221951.15,2023-06-09 07:58:00,Internet Banking,Pendente,Uíge,Jovem
TXN004893,CLI0084,Pagamento de Empréstimo,97183.57,2023-04-30 17:12:10,App Mobile,Aprovada,Kuito,Poupança
TXN000127,CLI0189,Pagamento de Electricidade,158376.27,2024-04-19 00:06:16,App Mobile,Pendente,Sumbe,Jovem
TXN000439,CLI0024,Depósito,40869.81,2023-08-25 18:33:58,Internet Banking,Pendente,Sumbe,Corrente
TXN001896,CLI0163,Recarga de Telemóvel,148063.46,2023-01-26 18:22:16,Internet Banking,Aprovada,Malanje,Empresarial
TXN002790,CLI0176,Recarga de Telemóvel,207333.89,2024-03-27 07:09:20,ATM,Aprovada,Benguela,Poupança
TXN001438,CLI0067,RECEBIMENTO DE SALÁRIO,132038.72,2024-08-07 18:59:06,Internet Banking,Aprovada,Lubango,Jovem
TXN004183,CLI0165,Levantamento,79753.08,2023-03-23 05:02:11,Agente Bancário,Recusada,Cabinda,Corrente
TXN000070,CLI0093,Pagamento de Serviço,116616.05,2023-04-02 19:52:15,Balcão,Pendente,Saurimo,Corrente
TXN000975,CLI0088,Compra com Cartão,112868.85,2024-09-03 13:42:51,Internet Banking,Aprovada,Cabinda,Poupança
TXN004792,CLI0116,Recebimento de Salário,-143485.38,2024-07-09 14:09:05,Balcão,Pendente,Benguela,Jovem
TXN002561,CLI0012,Transferência,249919.69,2024-08-17 04:14:51,ATM,Aprovada,Cabinda,Corrente
TXN003797,CLI0053,Recebimento de Salário,152744.95,2024-08-31 10:14:09,Balcão,Aprovada,Cabinda,Poupança
TXN000010,CLI0080,Pagamento de Renda,92500.03,2023-02-14 04:30:26,Internet Banking,Aprovada,Lubango,Jovem
TXN004100,CLI0110,Transferência,156654.86,2023-07-13 17:16:07,,Recusada,Kuito,Empresarial
TXN001627,CLI0082,Levantamento,44287.97,2023-05-15 02:40:50,Internet Banking,Aprovada,Uíge,Corrente
TXN001381,CLI0035,Recebimento de Salário,81695.84,2023-01-26 09:27:22,ATM,Recusada,Benguela,Corrente
TXN002130,CLI0104,Recarga de Telemóvel,112120.98,2023-08-07 21:44:01,App Mobile,Aprovada,Uíge,Jovem
TXN003421,CLI0008,Depósito,80262.44,2023-01-10 13:12:02,App Mobile,Recusada,Saurimo,Poupança
TXN004522,CLI0090,Pagamento de Electricidade,90513.56,2024-10-24 05:04:43,Balcão,Recusada,Cabinda,Poupança
TXN002125,CLI0144,Pagamento de Empréstimo,178940.48,2024-03-17 09:07:12,Internet Banking,Aprovada,Sumbe,Jovem
TXN000169,CLI0127,RECARGA DE TELEMÓVEL,9971.95,2024-01-16 22:23:51,App Mobile,Aprovada,Malanje,Corrente
TXN000788,CLI0053,Pagamento de Renda,149284.28,2023-11-26 03:02:10,Internet Banking,Aprovada,Cabinda,Poupança
TXN003327,CLI0043,Pagamento de Renda,87261.32,2024-07-27 09:50:20,Balcão,Aprovada,Cabinda,Poupança
TXN000235,CLI0107,Recarga de Telemóvel,3686.24,2024-09-19 19:53:35,App Mobile,Aprovada,Kuito,Empresarial
TXN001768,cli0127,Pagamento de Serviço,133033.51,2023-03-04 09:02:48,Agente Bancário,Recusada,Malanje,Corrente
TXN001825,CLI0034,Transferência,175896.16,2023-03-01 00:59:41,Internet Banking,Aprovada,Huambo,Empresarial
TXN004469,CLI0013,DEPÓSITO,230694.5,2024-03-24 03:38:44,Agente Bancário,Aprovada,Benguela,Poupança
TXN000483,CLI0120,Pagamento de Serviço,122817.46,2024-01-22 17:30:39,App Mobile,Pendente,Benguela,Poupança
TXN000349,CLI0041,Pagamento de Empréstimo,237176.09,2024-02-18 23:07:23,Balcão,Recusada,Saurimo,Corrente
TXN001485,CLI0052,Compra com Cartão,133806.81,2023-10-21 12:57:05,Agente Bancário,Aprovada,Uíge,Corrente
TXN001565,CLI0166,Depósito,85688.56,2024-09-10 18:18:31,Agente Bancário,Aprovada,Uíge,Empresarial
